planet_name,mass,radius,orbital_period_x,discovered_year,detection_type,star_name,star_distance,star_mass,star_radius,star_age,pl_hostname,pl_letter,orbital_period_y,eccentricity,planet_jup_mass,pl_dens,planet_earth_mass,observatory_name,telescope_name,moons_n,galactic_longitude,galactic_latitude,stellar_gravity
Kepler-389 b,,0.135,3.244107,2014.0,Primary Transit,Kepler-389,,0.78,0.79,,Kepler-389,b,3.244107,,,,,Kepler,0.95 m Kepler Telescope,0.0,77.095857,12.835749,4.57
Kepler-389 c,,0.13,14.511429999999999,2014.0,Primary Transit,Kepler-389,,0.78,0.79,,Kepler-389,c,14.511429999999999,,,,,Kepler,0.95 m Kepler Telescope,0.0,77.095857,12.835749,4.57
Kepler-39 b,18.0,1.22,21.0874,2011.0,Primary Transit,Kepler-39,1200.0,1.1,1.39,5.08,Kepler-39,b,21.08721,0.11199999999999999,20.1,13.0,6388.1,Kepler,0.95 m Kepler Telescope,0.0,79.759551,10.234162,4.4
Kepler-390 b,,0.073,6.738088,2014.0,Primary Transit,Kepler-390,,0.67,0.78,,Kepler-390,b,6.738088,,,,,Kepler,0.95 m Kepler Telescope,0.0,73.591819,11.439163,4.57
Kepler-390 c,,0.07,13.060022,2014.0,Primary Transit,Kepler-390,,0.67,0.78,,Kepler-390,c,13.060022,,,,,Kepler,0.95 m Kepler Telescope,0.0,73.591819,11.439163,4.57
Kepler-391 b,,0.02543,7.4175,2014.0,Primary Transit,Kepler-391,,1.22,3.57,,Kepler-391,b,7.416755,,,,,Kepler,0.95 m Kepler Telescope,0.0,82.499121,16.206494,3.46
Kepler-391 c,1.416,0.2569,20.500999999999998,2014.0,Primary Transit,Kepler-391,,1.22,3.57,,Kepler-391,c,20.485435,,,,,Kepler,0.95 m Kepler Telescope,0.0,82.499121,16.206494,3.46
Kepler-392 b,,0.08900000000000001,5.3418529999999995,2014.0,Primary Transit,Kepler-392,,1.13,1.13,,Kepler-392,b,5.3418529999999995,,,,,Kepler,0.95 m Kepler Telescope,0.0,74.64366700000001,14.342725,4.32
Kepler-392 c,,0.098,10.423117999999999,2014.0,Primary Transit,Kepler-392,,1.13,1.13,,Kepler-392,c,10.423117999999999,,,,,Kepler,0.95 m Kepler Telescope,0.0,74.64366700000001,14.342725,4.32
Kepler-393 b,,0.115,9.182417,2014.0,Primary Transit,Kepler-393,,1.32,1.38,,Kepler-393,b,9.182417,,,,,Kepler,0.95 m Kepler Telescope,0.0,77.067561,13.576848000000002,4.23
Kepler-393 c,,0.11900000000000001,14.613612,2014.0,Primary Transit,Kepler-393,,1.32,1.38,,Kepler-393,c,14.613612,,,,,Kepler,0.95 m Kepler Telescope,0.0,77.067561,13.576848000000002,4.23
Kepler-394 b,,0.14300000000000002,8.005013,2014.0,Primary Transit,Kepler-394,,1.11,1.13,,Kepler-394,b,8.005013,,,,,Kepler,0.95 m Kepler Telescope,0.0,83.726097,12.803032,4.41
Kepler-394 c,,0.14800000000000002,12.130686,2014.0,Primary Transit,Kepler-394,,1.11,1.13,,Kepler-394,c,12.130686,,,,,Kepler,0.95 m Kepler Telescope,0.0,83.726097,12.803032,4.41
Kepler-395 b,,0.092,7.054346000000001,2014.0,Primary Transit,Kepler-395,,0.53,0.56,,Kepler-395,b,7.054346000000001,,,,,Kepler,0.95 m Kepler Telescope,0.0,77.80788199999999,11.955695,4.73
Kepler-395 c,,0.11800000000000001,34.989262,2014.0,Primary Transit,Kepler-395,,0.53,0.56,,Kepler-395,c,34.989262,,,,,Kepler,0.95 m Kepler Telescope,0.0,77.80788199999999,11.955695,4.73
Kepler-396 b,0.22,0.31,42.994,2013.0,Primary Transit,Kepler-396,,0.81,1.04,,Kepler-396,b,42.994,,0.23800000000000002,,75.5,Kepler,0.95 m Kepler Telescope,0.0,82.135133,12.116487,4.32
Kepler-396 c,0.053,0.47,88.505,2013.0,Primary Transit,Kepler-396,,0.81,1.04,,Kepler-396,c,88.505,,0.055999999999999994,,17.9,Kepler,0.95 m Kepler Telescope,0.0,82.135133,12.116487,4.32
Kepler-397 b,,0.21899999999999997,22.250949,2014.0,Primary Transit,Kepler-397,,,0.77,,Kepler-397,b,22.250949,,,,,Kepler,0.95 m Kepler Telescope,0.0,76.134699,9.153666000000001,4.57
Kepler-397 c,,0.551,135.498527,2014.0,Primary Transit,Kepler-397,,,0.77,,Kepler-397,c,135.498527,,,,,Kepler,0.95 m Kepler Telescope,0.0,76.134699,9.153666000000001,4.57
Kepler-398 b,,0.083,4.081423,2014.0,Primary Transit,Kepler-398,,,0.61,,Kepler-398,b,4.081423,,,,,Kepler,0.95 m Kepler Telescope,0.0,72.74603,11.166005,4.69
Kepler-398 c,,0.09,11.419412,2014.0,Primary Transit,Kepler-398,,,0.61,,Kepler-398,c,11.419412,,,,,Kepler,0.95 m Kepler Telescope,0.0,72.74603,11.166005,4.69
Kepler-398 d,,0.079,6.83437001,2016.0,Primary Transit,Kepler-398,,,0.61,,Kepler-398,d,6.83437001,,,,,Kepler,0.95 m Kepler Telescope,0.0,72.74603,11.166005,4.69
